subject,provider,published_date,contract_price,status,contract_url,procurement_entity,reference_number,method,successful_bidder,removal_date,published_by,published_on,signed_by,extraction_timestamp,bidder_type,bidder_name,bidder_price,bidder_rank,evaluation_stage,failure_reasons
SUPPLY OF  STATIONERY FOR PAC,"<span class=""text-muted"">PENNY GENERAL DISTRIBUTORS (U) LIMITED</span>",22-09-2025,"UGX
                                            :400,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62829675,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00013,Request for Quotations/Proposals,PENNY GENERAL DISTRIBUTORS (U) LIMITED,22-09-2025,Head PDU,22 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:30:55.931653,unsuccessful,CIFRORYM UGANDA LIMITED,"484,500.00",3,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
SUPPLY OF  STATIONERY FOR PAC,"<span class=""text-muted"">PENNY GENERAL DISTRIBUTORS (U) LIMITED</span>",22-09-2025,"UGX
                                            :400,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62829675,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00013,Request for Quotations/Proposals,PENNY GENERAL DISTRIBUTORS (U) LIMITED,22-09-2025,Head PDU,22 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:30:55.931653,unsuccessful,SILVER BIRCH COMPANY LIMITED,"548,500.00",4,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
SUPPLY OF  STATIONERY FOR PAC,"<span class=""text-muted"">PENNY GENERAL DISTRIBUTORS (U) LIMITED</span>",22-09-2025,"UGX
                                            :400,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62829675,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00013,Request for Quotations/Proposals,PENNY GENERAL DISTRIBUTORS (U) LIMITED,22-09-2025,Head PDU,22 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:30:55.931653,unsuccessful,GLOTEC TRADERS AND CIVIL WORKS LTD,"467,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
Fuel and lubricant for Bush Clearing during Periodic Maintenance of Namasiga –Itakaibolu  Road (4.3km),"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",03-09-2025,"UGX
                                            :5,698,300.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62831700,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00022,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,03-09-2025,Head PDU,03 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:30:58.283565,successful_only,,,,,
"- Motor vehicle,motorcycle repair and maintanance","<span class=""text-muted"">YUSUF AYUB MOTOR  GARAGE LTD</span>",26-09-2025,"UGX
                                            :493,200.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63872550,Jinja District Local Government,JINJ511/CONS/2025-2026/00005,Request for Quotations/Proposals,YUSUF AYUB MOTOR  GARAGE LTD,26-09-2025,Head PDU,26 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:00.598878,unsuccessful,TOTALENERGIES MARKETING UGANDA LIMITED,"495,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
Servicing of Chairmain's Vehicle No. LG035-0004,"<span class=""text-muted"">YUSUF AYUB MOTOR  GARAGE LTD</span>",26-09-2025,"UGX
                                            :300,100.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63874575,Jinja District Local Government,JINJ511/NCONS/2025-2026/00012,Request for Quotations/Proposals,YUSUF AYUB MOTOR  GARAGE LTD,26-09-2025,Head PDU,26 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:02.999940,successful_only,,,,,
"Supply of fuel for administration department (CAO,DCAO,PAS,ACAO.) for 1st quarter FY 2025-2026","<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",03-09-2025,"UGX
                                            :3,966,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62839800,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00037,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,03-09-2025,Head PDU,03 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:05.379878,successful_only,,,,,
Fuel and lubricant for Supervision of Periodic Maintenance of Namasiga –Itakaibolu  Road (4.3km),"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",03-09-2025,"UGX
                                            :5,456,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62841825,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00024,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,03-09-2025,Head PDU,03 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:07.728463,successful_only,,,,,
SUPPLY OF FUEL FOR GENERATOR FOR 1ST QRT FY2025-2026,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",03-09-2025,"UGX
                                            :1,500,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62845875,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00017,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,03-09-2025,Head PDU,03 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:10.061331,successful_only,,,,,
Supply of fuel for administration department Information Officer for 1st quarter FY 2025/2026,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",26-09-2025,"UGX
                                            :450,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63886725,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00061,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,26-09-2025,Head PDU,26 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:12.369815,successful_only,,,,,
Gaseous fuels and additives - Fuel and Lubricants for Wetlands,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",22-09-2025,"UGX
                                            :3,210,361.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62856000,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00030,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,22-09-2025,Head PDU,22 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:14.695885,successful_only,,,,,
Fuel and lubricant for Machine Mobilization and Demobilization during Periodic Maintenance of Namasiga –Itakaibolu  road (4.3km),"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",04-09-2025,"UGX
                                            :2,178,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62860050,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00025,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,04-09-2025,Head PDU,04 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:17.068772,successful_only,,,,,
Fuel and lubricant for Bush Clearing during Periodic Maintenance of Mpungwe –Isiri-Kitanaba –Idoome Raod (6.2km),"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",03-09-2025,"UGX
                                            :8,954,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62864100,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00026,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,03-09-2025,Head PDU,03 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:19.374639,successful_only,,,,,
Fuel and lubricant for Earthworks and Road Shaping for Periodic Maintenance of Mpungwe –Isiri-Kitanaba –Idoome Road (6.2km),"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",03-09-2025,"UGX
                                            :15,207,500.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62866125,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00027,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,03-09-2025,Head PDU,03 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:21.644925,successful_only,,,,,
Fuel and Lubricants for implementation of Micro Scale Irrigation Activities under UGIFT 1st Quarter FY 2025/2026,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",03-09-2025,"UGX
                                            :18,065,964.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62868150,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00035,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,03-09-2025,Head PDU,03 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:23.971642,successful_only,,,,,
Gaseous fuels and additives - Fuel and lubricants for Building inspection/Physical Plannning,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",01-10-2025,"UGX
                                            :450,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63915075,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00038,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:31:26.303755,successful_only,,,,,
Gaseous fuels and additives - Fuel and lubricants for monitoring and land management,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",01-10-2025,"UGX
                                            :500,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63917100,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00039,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:31:28.641167,successful_only,,,,,
Supply of fuel for carrying out activities for Human Resource Unit for the 1st quarter FY 2025/2026,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",01-10-2025,"UGX
                                            :450,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63919125,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00047,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:31:30.914845,successful_only,,,,,
Supply of fuel for carrying out sports activities in Education Department for 1st quarter FY 2025/2026,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",01-10-2025,"UGX
                                            :1,665,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63921150,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00048,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:31:33.195136,successful_only,,,,,
"Supply of fuel for inspection of primary, secondary schools for 1st quarter FY 2025/2026","<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",01-10-2025,"UGX
                                            :5,110,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63923175,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00049,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:31:35.478374,successful_only,,,,,
"Supply of fuel for the DEO's office  monitoring of Primary , Secondary schools for 1st quarter FY 2025/2026","<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",01-10-2025,"UGX
                                            :3,580,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63925200,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00050,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:31:37.742694,successful_only,,,,,
Fuel and lubricant for Supervision of Periodic Maintenance of Mpungwe –Isiri-Kitanaba –Idoome Road (6.2km),"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",03-09-2025,"UGX
                                            :7,920,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62890425,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00029,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,03-09-2025,Head PDU,03 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:40.206174,successful_only,,,,,
Fuel for District Services Commission,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",26-09-2025,"UGX
                                            :900,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63931275,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00055,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,26-09-2025,Head PDU,26 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:42.686529,successful_only,,,,,
Supply of Fuel and Lubricant for Gravelling during Periodic Maintenance of Namasiga –Itakaibolu  Road (4.3km),"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",25-09-2025,"UGX
                                            :33,170,500.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63933300,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00046,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,25-09-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:45.447278,successful_only,,,,,
Supply of Fuel and Lubricant for Gravelling during Periodic Maintenance of Mpungwe –Isiri-Kitanaba –Idoome Road (6.2km),"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",25-09-2025,"UGX
                                            :40,480,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63935325,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00045,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,25-09-2025,Head PDU,25 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:47.766794,successful_only,,,,,
FUEL FOR CLERK TO COUNCIL FOR THE 1ST QTR FY 2025/2026,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",26-09-2025,"UGX
                                            :300,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63939375,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00057,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,26-09-2025,Head PDU,26 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:50.129991,successful_only,,,,,
STATIONARY FOR FINANCE DEPARTMENT QUATER ONE 2025 26 FY,"<span class=""text-muted"">GLOTEC TRADERS AND CIVIL WORKS LTD</span>",02-10-2025,"UGX
                                            :1,197,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63953550,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00059,Request for Quotations/Proposals,GLOTEC TRADERS AND CIVIL WORKS LTD,02-10-2025,Head PDU,02 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:31:52.492820,successful_only,,,,,
Gaseous fuels and additives - Fuel and Lubricants for Natural resource Office coordination,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",01-10-2025,"UGX
                                            :558,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63955575,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00040,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:31:55.292349,successful_only,,,,,
Fuel and lubricant for Road Shaping during  Periodic Maintenance of Namasiga –Itakaibolu  Road (4.3km),"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",04-09-2025,"UGX
                                            :10,582,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62932950,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00023,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,04-09-2025,Head PDU,04 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:31:57.690214,successful_only,,,,,
Supply of stationery & related items for production and marketing sector - FY 2025/2026,"<span class=""text-muted"">CRESCENT GENERAL COMPANY LIMITED</span>",04-09-2025,"UGX
                                            :1,800,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62937000,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00033,Request for Quotations/Proposals,CRESCENT GENERAL COMPANY LIMITED,04-09-2025,Head PDU,04 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:32:00.699650,unsuccessful,GLOTEC TRADERS AND CIVIL WORKS LTD,"1,877,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
Gaseous fuels and additives - Fuel and Lubricants for Forestry activities,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",26-08-2025,"UGX
                                            :1,153,230.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62064225,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00004,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,26-08-2025,Head PDU,26 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:32:03.022741,successful_only,,,,,
SUPPLY OF FUEL FOR RUNNING PHC AND RBF ACTIVITIES FOR QUARTER ONE FOR  HEALTH DEPARTMENT,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",04-09-2025,"UGX
                                            :2,920,389.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62068275,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00002,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,04-09-2025,Head PDU,04 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:32:05.615336,successful_only,,,,,
supply of stationery for Education Department for 1st quarter FY 2025/2026,"<span class=""text-muted"">GLOTEC TRADERS AND CIVIL WORKS LTD</span>",03-09-2025,"UGX
                                            :999,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62588700,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00009,Request for Quotations/Proposals,GLOTEC TRADERS AND CIVIL WORKS LTD,03-09-2025,Head PDU,03 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:32:08.069223,successful_only,,,,,
Fuel for planning activities,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",26-08-2025,"UGX
                                            :3,000,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62072325,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00001,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,26-08-2025,Head PDU,26 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:32:10.426221,successful_only,,,,,
Fuel and Lubricants for LLGs Agricultural Extension staff for implementation of farming related activities in LLGs in Quarter 1 FY 2025/2026,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",26-08-2025,"UGX
                                            :13,500,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62076375,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00007,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,26-08-2025,Head PDU,26 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:32:13.065989,successful_only,,,,,
Fuel and Lubricants for DPOs office and sub sectors carry out MAAIF delegated roles - quarter FY 2025/2026,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",26-08-2025,"UGX
                                            :4,587,236.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62078400,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00006,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,26-08-2025,Head PDU,26 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:32:15.414347,successful_only,,,,,
Supply of Fuel and Lubricants for the Commercial Sector for Quarter 1 FY 2025/2026,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",03-09-2025,"UGX
                                            :6,048,864.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62617050,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00014,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,03-09-2025,Head PDU,03 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:32:17.891563,successful_only,,,,,
SUPPLY OF FUEL FOR PAC SECRETARIATE,"<span class=""text-muted"">TOTALENERGIES MARKETING UGANDA LIMITED</span>",20-08-2025,"UGX
                                            :400,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62169525,Jinja District Local Government,JINJ511/SUPLS/2025-2026/00012,Request for Quotations/Proposals,TOTALENERGIES MARKETING UGANDA LIMITED,20-08-2025,Head PDU,20 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:32:20.541947,successful_only,,,,,
"Motor vehicle,motorcycle repair and maintanance - Fuel and motor vehicle vehicle maintenance","<span class=""text-muted"">STAMINA AUTO GARAGE LTD</span>",02-09-2025,"UGX
                                            :3,746,500.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62744625,"Ministry of Finance, Planning & Economic Development",MOFPED/NCONS/2025-2026/00062,Micro Procurement,STAMINA AUTO GARAGE LTD,02-09-2025,Head PDU,02 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:32:23.177841,successful_only,,,,,
"Motor vehicle,motorcycle repair and maintanance - Fuel and motor vehicle vehicle maintenance","<span class=""text-muted"">STAMINA AUTO GARAGE LTD</span>",02-09-2025,"UGX
                                            :4,547,720.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62746650,"Ministry of Finance, Planning & Economic Development",MOFPED/NCONS/2025-2026/00064,Micro Procurement,STAMINA AUTO GARAGE LTD,02-09-2025,Head PDU,02 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:32:25.590547,successful_only,,,,,
Transportation repair or maintenance services - UG 2000020,"<span class=""text-muted"">SPEED WAYS GARAGE LTD</span>",02-09-2025,"UGX
                                            :1,911,600.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62748675,"Ministry of Finance, Planning & Economic Development",MOFPED/NCONS/2025-2026/00136,Micro Procurement,SPEED WAYS GARAGE LTD,02-09-2025,Head PDU,02 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:32:28.263512,successful_only,,,,,
"Repair, Service and maintainance of vehicles (PSDU) - UG 2000035","<span class=""text-muted"">SSM  AUTO  GARAGE</span>",01-10-2025,"UGX
                                            :3,256,801.18
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63785475,"Ministry of Finance, Planning & Economic Development",MOFPED/NCONS/2025-2026/00219,Micro Procurement,SSM  AUTO  GARAGE,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:32:30.566276,successful_only,,,,,
"Motor vehicle,motorcycle repair and maintanance - REPAIR ,MAINTANANCE AND SERVICING OF MOTOR VECHILES","<span class=""text-muted"">VICTORIA MOTORS LTD</span>",02-09-2025,"UGX
                                            :1,582,945.22
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62760825,"Ministry of Finance, Planning & Economic Development",MOFPED/NCONS/2025-2026/00009,Micro Procurement,VICTORIA MOTORS LTD,02-09-2025,Head PDU,02 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:32:33.059863,successful_only,,,,,
Transportation repair or maintenance services - UG 2000007,"<span class=""text-muted"">CFAO MOBILITY UGANDA LIMITED</span>",26-08-2025,"UGX
                                            :2,343,033.58
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62295075,"Ministry of Finance, Planning & Economic Development",MOFPED/NCONS/2025-2026/00043,Micro Procurement,CFAO MOBILITY UGANDA LIMITED,26-08-2025,Head PDU,26 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:32:36.009134,successful_only,,,,,
